 VARIABLES = "i", "j", "k", "T" 
            1            1            1    0.000000000000000     
           10            1            1    0.000000000000000     
           19            1            1    0.000000000000000     
            1           10            1    0.000000000000000     
           10           10            1    0.000000000000000     
           19           10            1    0.000000000000000     
            1           19            1    0.000000000000000     
           10           19            1    0.000000000000000     
           19           19            1    0.000000000000000     
            1            1           10    0.000000000000000     
           10            1           10    0.000000000000000     
           19            1           10    0.000000000000000     
            1           10           10    0.000000000000000     
           10           10           10   9.3186428190267151E-002
           19           10           10  -0.1451412755465462     
            1           19           10    0.000000000000000     
           10           19           10  -0.1451412755465462     
           19           19           10   0.2260628535334155     
            1            1           19    0.000000000000000     
           10            1           19    0.000000000000000     
           19            1           19    0.000000000000000     
            1           10           19    0.000000000000000     
           10           10           19  -0.1451412755465462     
           19           10           19   0.2260628535334155     
            1           19           19    0.000000000000000     
           10           19           19   0.2260628535334155     
           19           19           19  -0.3521011755975777     
